Time,QR Code,Result
2025-09-18 08:14:52,DTADQ5DC44B1105853A03IN,PASS
2025-09-18 08:29:36,DTADQ5DC44B1105853A03IN,PASS
2025-09-18 08:39:20,DTADQ5DC44B1105853A03IN,PASS
2025-09-18 09:00:00,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:00:22,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:08:15,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:08:52,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:10:18,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:10:32,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:25:48,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:25:58,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:26:12,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:26:24,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:26:54,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:27:14,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:27:24,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:27:42,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:27:54,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:28:05,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:28:35,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:28:52,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:28:59,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:36:13,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:36:24,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:36:35,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:36:48,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:36:54,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:41:11,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:41:24,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:41:40,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:42:02,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:42:31,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:42:43,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:42:53,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:48:56,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:49:08,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:49:16,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 09:49:41,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 10:18:27,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:16:25,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:16:38,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:19:47,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:19:55,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:20:07,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:32:53,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 11:33:03,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 12:07:00,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 12:07:08,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 12:07:24,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 12:08:31,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 12:55:11,DLT_FFB0412GN-00JJ3_117,FAIL
2025-09-18 16:06:29,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 16:07:40,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 16:09:01,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 16:09:07,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 16:09:20,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 16:09:29,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 18:23:26,DLT_FFB0412GN-00JJ3_117,PASS
2025-09-18 18:23:38,DLT_FFB0412GN-00JJ3_117,PASS
